team1,team2,team1_pred_score,team2_pred_score,team1_act_score,team2_act_score,date
ATL,MIA,4,2,2,8,2020/08/14
ATL,MIA,3,2,2,1,2020/08/15
ATL,MIA,3,2,4,0,2020/08/16
ATL,PHI,3,2,11,2,2020/08/21
ATL,PHI,3,4,6,5,2020/08/22
ATL,PHI,3,4,4,5,2020/08/23
ATL,NYY,4,5,5,1,2020/08/26
ATL,PHI,5,4,4,7,2020/08/28
ATL,PHI,5,4,12,10,2020/08/30
ATL,BOS,3,5,6,3,2020/08/31
ATL,BOS,3,5,10,3,2020/09/01
ATL,BOS,3,5,7,5,2020/09/02
ATL,MIA,3,2,4,5,2020/09/07
ATL,MIA,3,2,0,8,2020/09/08
ATL,MIA,3,2,29,9,2020/09/09
ATL,NYM,4,5,15,2,2020/09/18
ATL,NYM,3,4,2,7,2020/09/19
ATL,NYM,3,4,7,0,2020/09/20
ATL,MIA,3,2,5,4,2020/09/21
ATL,MIA,4,2,11,1,2020/09/22
ATL,MIA,4,2,9,4,2020/09/23
ATL,MIA,3,2,2,4,2020/09/24
ATL,BOS,4,3,8,7,2020/09/25
ATL,BOS,4,3,1,9,2020/09/27
ATL,CIN,3,4,1,0,2020/09/30
ATL,CIN,4,3,5,0,2020/10/01
ATL,MIA,4,2,9,5,2020/10/06
ATL,MIA,4,2,2,0,2020/10/07
ATL,MIA,4,2,7,0,2020/10/08
ATL,LAD,4,3,5,1,2020/10/13
ATL,LAD,4,3,3,4,2020/10/19
ATL,WSH,4,3,5,6,2021/04/06
ATL,WSH,4,3,7,6,2021/04/07
ATL,MIA,4,2,3,5,2021/04/12
ATL,MIA,4,2,8,14,2021/04/13
ATL,MIA,4,2,5,6,2021/04/14
ATL,MIA,4,2,7,6,2021/04/15
ATL,CHC,4,3,5,2,2021/04/16
ATL,CHC,4,1,4,13,2021/04/17
ATL,CHC,4,1,13,4,2021/04/18
ATL,NYY,4,1,1,3,2021/04/20
ATL,NYY,4,3,4,1,2021/04/21
ATL,ARI,4,3,5,4,2021/04/23
ATL,ARI,4,3,0,5,2021/04/25
ATL,CHC,4,2,8,7,2021/04/26
ATL,CHC,3,2,5,0,2021/04/27
ATL,CHC,4,2,10,0,2021/04/28
ATL,CHC,4,3,3,9,2021/04/29
ATL,TOR,3,4,5,13,2021/04/30
ATL,WSH,4,5,6,1,2021/05/04
ATL,WSH,4,5,5,3,2021/05/05
ATL,WSH,4,5,3,2,2021/05/06
ATL,TOR,4,5,3,5,2021/05/11
ATL,BOS,3,5,3,1,2021/05/25
ATL,BOS,3,4,5,9,2021/05/26
ATL,NYM,4,5,2,13,2021/05/29
ATL,WSH,4,5,5,3,2021/05/31
ATL,WSH,4,5,6,11,2021/06/01
ATL,WSH,4,5,3,5,2021/06/02
ATL,WSH,4,5,5,1,2021/06/03
ATL,LAD,4,3,5,9,2021/06/04
ATL,LAD,4,3,6,4,2021/06/05
ATL,MIA,4,2,2,4,2021/06/12
ATL,MIA,4,3,6,4,2021/06/13
ATL,BOS,2,5,8,10,2021/06/15
ATL,BOS,2,5,8,10,2021/06/16
ATL,STL,5,3,1,9,2021/06/20
ATL,NYM,2,5,2,4,2021/06/21
ATL,NYM,2,5,3,0,2021/06/22
ATL,NYM,2,5,3,7,2021/06/23
ATL,CIN,2,4,3,5,2021/06/24
ATL,CIN,2,4,3,2,2021/06/25
ATL,CIN,5,4,1,4,2021/06/26
ATL,CIN,5,3,4,0,2021/06/27
ATL,NYM,5,2,3,4,2021/06/29
ATL,NYM,4,2,4,3,2021/07/01
ATL,MIA,4,2,1,0,2021/07/02
ATL,MIA,4,2,2,3,2021/07/03
ATL,MIA,4,2,8,7,2021/07/04
ATL,MIA,4,2,5,0,2021/07/09
ATL,MIA,4,2,5,4,2021/07/10
ATL,MIA,4,2,4,7,2021/07/11
ATL,SD,4,3,2,1,2021/07/20
ATL,SD,4,3,2,3,2021/07/21
ATL,PHI,5,4,7,2,2021/07/22
ATL,PHI,2,4,15,3,2021/07/24
ATL,PHI,3,4,1,2,2021/07/25
ATL,NYM,3,4,2,0,2021/07/26
ATL,NYM,3,4,12,5,2021/07/27
ATL,NYM,3,4,1,2,2021/07/28
ATL,NYM,3,4,6,3,2021/07/29
ATL,STL,3,4,6,1,2021/08/04
ATL,STL,2,4,8,4,2021/08/06
ATL,WSH,2,5,8,4,2021/08/06
ATL,WSH,2,5,2,3,2021/08/07
ATL,WSH,4,3,5,4,2021/08/08
ATL,CIN,4,2,3,2,2021/08/10
ATL,CIN,4,2,8,6,2021/08/11
ATL,CIN,4,2,3,12,2021/08/12
ATL,WSH,4,5,4,2,2021/08/13
ATL,WSH,4,5,12,2,2021/08/14
ATL,WSH,4,5,6,5,2021/08/15
ATL,MIA,4,2,12,2,2021/08/16
ATL,MIA,4,2,2,0,2021/08/17
ATL,MIA,4,2,11,9,2021/08/18
ATL,NYY,4,5,1,5,2021/08/23
ATL,NYY,4,5,4,5,2021/08/24
ATL,SF,4,3,6,5,2021/08/27
ATL,SF,4,3,0,5,2021/08/28
ATL,SF,4,3,9,0,2021/08/29
ATL,LAD,4,5,3,5,2021/08/31
ATL,LAD,4,5,2,3,2021/09/01
ATL,COL,4,3,6,5,2021/09/03
ATL,COL,4,3,3,4,2021/09/04
ATL,COL,4,3,6,7,2021/09/05
ATL,WSH,2,3,8,5,2021/09/07
ATL,WSH,5,3,2,4,2021/09/08
ATL,MIA,3,2,6,2,2021/09/10
ATL,MIA,3,2,4,6,2021/09/11
ATL,MIA,3,2,5,3,2021/09/12
ATL,COL,4,3,2,3,2021/09/15
ATL,SF,4,1,5,6,2021/09/18
ATL,SF,4,1,0,2,2021/09/19
ATL,ARI,4,3,11,4,2021/09/21
ATL,ARI,4,3,6,1,2021/09/22
ATL,SD,3,2,10,8,2021/09/25
ATL,SD,4,3,4,3,2021/09/26
ATL,PHI,3,4,2,1,2021/09/28
ATL,PHI,5,4,7,2,2021/09/29
ATL,PHI,3,4,5,3,2021/09/30
ATL,NYM,5,4,3,4,2021/10/01
ATL,NYM,5,4,6,5,2021/10/02
ATL,LAD,4,3,5,4,2021/10/17
ATL,LAD,4,2,5,6,2021/10/19
ATL,LAD,4,2,9,2,2021/10/21
ATL,LAD,4,2,2,11,2021/10/22
ATL,LAD,4,2,4,2,2021/10/24
ATL,HOU,4,3,6,2,2021/10/27
ATL,HOU,4,3,2,7,2021/10/28
ATL,HOU,4,3,2,0,2021/10/30
ATL,HOU,4,3,3,2,2021/10/31
ATL,HOU,4,3,5,9,2021/11/01
ATL,HOU,4,3,7,0,2021/11/03
CIN,MIA,4,2,6,3,2019/08/26
CIN,MIA,3,2,8,5,2019/08/27
CIN,MIA,3,2,5,0,2019/08/28
CIN,MIA,3,2,3,4,2019/08/29
CIN,STL,3,4,6,10,2019/08/31
CIN,STL,3,4,5,3,2019/09/01
CIN,PHI,3,2,1,7,2019/09/02
CIN,PHI,3,2,2,6,2019/09/03
CIN,PHI,3,2,8,5,2019/09/04
CIN,PHI,3,4,4,3,2019/09/05
CIN,ARI,4,3,0,2,2019/09/07
CIN,ARI,4,3,4,3,2019/09/08
CIN,SEA,4,3,11,5,2019/09/13
CIN,ARI,4,3,4,3,2019/09/14
CIN,ARI,3,2,3,1,2019/09/15
CIN,NYM,3,4,1,8,2019/09/20
CIN,DET,3,4,7,1,2020/07/24
CIN,DET,3,2,2,7,2020/07/31
CIN,DET,3,4,4,0,2020/08/02
CIN,CLE,4,3,0,2,2020/08/05
CIN,CLE,4,8,0,13,2020/08/06
CIN,STL,4,2,4,5,2020/08/21
CIN,STL,3,5,4,2,2020/08/22
CIN,STL,4,5,0,3,2020/08/23
CIN,CHC,4,3,6,5,2020/08/28
CIN,MIL,4,2,6,0,2020/08/28
CIN,CHC,4,3,6,5,2020/08/29
CIN,CHC,4,3,1,10,2020/08/30
CIN,STL,4,3,5,7,2020/08/31
CIN,STL,4,3,2,16,2020/09/01
CIN,STL,4,3,4,3,2020/09/02
CIN,CHC,4,3,0,3,2020/09/09
CIN,CHC,4,3,3,0,2020/09/10
CIN,CHC,4,3,5,8,2020/09/11
CIN,STL,4,3,3,1,2020/09/12
CIN,STL,4,3,10,5,2020/09/13
CIN,CHW,4,3,7,1,2020/09/18
CIN,CHW,4,3,0,5,2020/09/19
CIN,CHW,4,3,7,3,2020/09/20
CIN,MIN,3,4,5,3,2020/09/27
CIN,STL,4,5,6,11,2021/04/01
CIN,STL,4,5,9,6,2021/04/03
CIN,STL,3,5,12,1,2021/04/04
CIN,ARI,2,3,0,7,2021/04/11
CIN,SF,4,3,3,0,2021/04/13
CIN,SF,2,3,0,3,2021/04/14
CIN,CLE,4,1,10,3,2021/04/16
CIN,CLE,4,1,3,2,2021/04/17
CIN,CLE,4,1,3,6,2021/04/18
CIN,ARI,4,2,4,5,2021/04/20
CIN,ARI,4,3,5,8,2021/04/21
CIN,ARI,4,3,11,14,2021/04/22
CIN,LAD,4,5,5,3,2021/04/27
CIN,LAD,4,5,6,5,2021/04/28
CIN,CHC,4,3,8,6,2021/04/30
CIN,CHC,4,3,2,3,2021/05/01
CIN,CHC,4,3,13,12,2021/05/02
CIN,CHW,4,2,0,9,2021/05/04
CIN,CHW,4,2,1,0,2021/05/05
CIN,COL,4,5,8,13,2021/05/14
CIN,COL,4,5,6,9,2021/05/15
CIN,COL,2,5,6,5,2021/05/16
CIN,SF,4,3,2,4,2021/05/18
CIN,SF,4,3,0,4,2021/05/19
CIN,SF,4,3,4,19,2021/05/20
CIN,WSH,4,3,2,1,2021/05/25
CIN,WSH,4,3,3,5,2021/05/26
CIN,WSH,4,3,3,0,2021/05/27
CIN,CHC,4,3,0,1,2021/05/28
CIN,CHC,4,3,2,10,2021/05/29
CIN,CHC,4,3,5,1,2021/05/30
CIN,COL,4,3,11,5,2021/06/11
CIN,COL,4,3,10,3,2021/06/12
CIN,COL,2,3,6,2,2021/06/13
CIN,SD,4,2,4,6,2021/06/18
CIN,SD,4,2,2,8,2021/06/19
CIN,SD,4,2,2,3,2021/06/20
CIN,SD,4,3,4,5,2021/06/29
CIN,SD,4,3,5,7,2021/06/30
CIN,SD,4,3,5,4,2021/07/01
CIN,CHC,4,1,2,1,2021/07/02
CIN,CHC,3,1,3,2,2021/07/03
CIN,CHC,4,3,3,2,2021/07/04
CIN,STL,4,5,6,5,2021/07/23
CIN,CHC,4,3,5,6,2021/07/27
CIN,CHC,4,3,7,4,2021/07/28
CIN,CHC,4,3,8,2,2021/07/29
CIN,NYM,2,4,7,1,2021/08/01
CIN,MIN,2,4,5,7,2021/08/03
CIN,MIN,2,4,6,5,2021/08/04
CIN,CLE,2,4,3,9,2021/08/09
CIN,PHI,2,4,6,1,2021/08/13
CIN,PHI,2,4,1,6,2021/08/14
CIN,PHI,2,4,7,4,2021/08/15
CIN,CHC,2,3,14,5,2021/08/16
CIN,CHC,2,3,1,2,2021/08/17
CIN,CHC,2,3,1,7,2021/08/18
CIN,MIA,4,2,6,0,2021/08/27
CIN,MIA,4,2,1,6,2021/08/28
CIN,MIA,4,2,1,2,2021/08/29
CIN,STL,4,3,1,3,2021/08/30
CIN,DET,4,3,5,15,2021/09/03
CIN,DET,4,3,7,4,2021/09/04
CIN,CHC,3,5,3,4,2021/09/06
CIN,CHC,4,5,4,3,2021/09/07
CIN,CHC,4,5,1,4,2021/09/08
CIN,LAD,4,3,3,1,2021/09/17
CIN,LAD,4,3,1,5,2021/09/18
CIN,LAD,4,3,5,8,2021/09/19
CIN,WSH,4,3,2,3,2021/09/23
CIN,WSH,4,3,8,7,2021/09/24
CIN,WSH,4,3,7,6,2021/09/25
CIN,WSH,4,3,9,2,2021/09/26
CIN,CHW,4,3,1,7,2021/09/29
CIN,CHW,4,3,1,6,2021/09/30
SD,BOS,3,5,3,1,2019/08/25
SD,LAD,4,3,4,6,2019/08/29
SD,SF,4,3,5,3,2019/08/30
SD,SF,4,3,3,8,2019/08/31
SD,SF,4,3,4,1,2019/09/01
SD,ARI,2,3,7,14,2019/09/02
SD,ARI,2,3,1,2,2019/09/04
SD,ARI,2,3,1,4,2019/09/05
SD,COL,2,3,2,3,2019/09/07
SD,COL,2,3,3,0,2019/09/08
SD,CHC,2,3,2,10,2019/09/10
SD,CHC,2,3,9,8,2019/09/11
SD,CHC,2,3,1,4,2019/09/12
SD,COL,3,5,8,10,2019/09/14
SD,ARI,3,4,2,4,2019/09/22
SD,LAD,2,3,3,6,2019/09/25
SD,ARI,4,2,3,6,2019/09/28
SD,ARI,4,2,0,1,2019/09/29
SD,ARI,4,3,7,2,2020/07/25
SD,ARI,4,3,5,1,2020/07/26
SD,ARI,2,3,6,2,2020/07/27
SD,SF,2,4,5,3,2020/07/29
SD,SF,2,3,6,7,2020/07/30
SD,SF,2,3,12,7,2020/07/31
SD,COL,2,3,8,7,2020/08/01
SD,COL,2,3,6,9,2020/08/02
SD,LAD,2,3,5,4,2020/08/04
SD,LAD,2,4,2,5,2020/08/05
SD,LAD,2,4,6,7,2020/08/06
SD,ARI,2,3,3,0,2020/08/08
SD,ARI,2,3,2,3,2020/08/09
SD,LAD,2,3,6,2,2020/08/12
SD,LAD,2,3,0,6,2020/08/13
SD,LAD,2,3,2,11,2020/08/14
SD,ARI,2,3,1,5,2020/08/15
SD,ARI,2,3,6,7,2020/08/16
SD,HOU,2,3,4,3,2020/08/22
SD,HOU,2,3,5,3,2020/08/23
SD,LAA,3,2,0,2,2020/09/03
SD,SF,2,3,4,5,2020/09/25
SD,SF,2,3,6,5,2020/09/26
SD,SF,2,3,5,4,2020/09/27
SD,STL,2,5,11,9,2020/10/01
SD,STL,2,5,4,0,2020/10/02
SD,LAD,2,3,1,5,2020/10/07
SD,LAD,2,3,5,6,2020/10/08
SD,LAD,2,3,3,12,2020/10/09
SD,ARI,2,3,8,7,2021/04/01
SD,ARI,2,3,4,2,2021/04/03
SD,ARI,2,3,1,3,2021/04/04
SD,SF,2,3,2,3,2021/04/06
SD,SF,2,3,3,1,2021/04/07
SD,LAD,2,3,6,11,2021/04/17
SD,LAD,2,3,5,2,2021/04/18
SD,LAD,4,5,3,2,2021/04/23
SD,LAD,4,3,6,1,2021/04/24
SD,LAD,4,5,4,5,2021/04/25
SD,ARI,4,3,1,5,2021/04/28
SD,ARI,4,3,12,3,2021/04/29
SD,SF,4,3,3,2,2021/05/01
SD,SF,4,3,6,2,2021/05/02
SD,SF,4,3,1,7,2021/05/08
SD,COL,2,5,8,1,2021/05/12
SD,STL,2,4,5,4,2021/05/15
SD,STL,3,5,5,3,2021/05/16
SD,COL,2,3,7,0,2021/05/18
SD,SEA,2,3,16,1,2021/05/22
SD,HOU,2,3,10,3,2021/05/29
SD,CHC,2,3,3,4,2021/06/02
SD,NYM,2,4,4,3,2021/06/04
SD,NYM,2,4,2,0,2021/06/05
SD,NYM,2,4,0,4,2021/06/06
SD,CHC,2,3,9,4,2021/06/08
SD,CHC,2,3,1,3,2021/06/09
SD,NYM,4,1,2,3,2021/06/11
SD,COL,4,3,2,3,2021/06/15
SD,COL,3,5,4,8,2021/06/16
SD,LAD,2,3,6,2,2021/06/22
SD,LAD,3,4,3,2,2021/06/23
SD,LAD,3,4,5,3,2021/06/24
SD,ARI,3,4,11,5,2021/06/26
SD,ARI,3,4,1,10,2021/06/27
SD,PHI,2,4,3,4,2021/07/02
SD,PHI,2,4,2,4,2021/07/03
SD,PHI,2,4,11,1,2021/07/04
SD,WSH,2,3,7,4,2021/07/07
SD,WSH,2,3,5,15,2021/07/08
SD,WSH,2,3,9,8,2021/07/09
SD,COL,2,3,4,2,2021/07/10
SD,COL,2,3,1,3,2021/07/11
SD,WSH,2,3,24,8,2021/07/16
SD,MIA,3,2,2,3,2021/07/24
SD,MIA,3,2,3,9,2021/07/25
SD,OAK,2,3,4,10,2021/07/28
SD,COL,2,3,3,0,2021/07/30
SD,COL,2,3,4,9,2021/07/31
SD,COL,2,3,3,5,2021/08/01
SD,OAK,2,4,8,1,2021/08/04
SD,ARI,2,3,5,8,2021/08/07
SD,ARI,2,3,6,2,2021/08/08
SD,ARI,2,3,2,3,2021/08/14
SD,ARI,2,4,8,2,2021/08/15
SD,COL,2,3,5,6,2021/08/17
SD,COL,2,3,5,7,2021/08/18
SD,PHI,2,4,3,4,2021/08/21
SD,PHI,2,4,4,3,2021/08/22
SD,LAD,2,3,2,5,2021/08/25
SD,LAD,2,3,3,5,2021/08/26
SD,LAD,2,4,0,4,2021/08/27
SD,LAA,4,2,5,0,2021/08/28
SD,LAA,3,2,2,10,2021/08/29
SD,HOU,2,5,3,6,2021/09/04
SD,HOU,2,5,10,2,2021/09/05
SD,LAD,2,3,0,3,2021/09/11
SD,LAD,2,5,0,8,2021/09/12
SD,STL,3,4,2,3,2021/09/18
SD,STL,2,3,7,8,2021/09/19
SD,SF,2,3,5,6,2021/09/22
SD,SF,2,5,7,6,2021/09/23
SD,LAD,2,3,1,2,2021/09/29
SD,LAD,2,3,9,11,2021/09/30
SD,LAD,2,3,3,8,2021/10/01
SD,SF,2,3,0,3,2021/10/02
SD,SF,2,3,4,11,2021/10/03
ARI,LAD,4,3,11,5,2019/08/30
ARI,LAD,4,3,5,4,2019/08/31
ARI,LAD,3,5,6,5,2019/09/01
ARI,NYM,3,4,1,3,2019/09/09
ARI,NYM,3,4,2,3,2019/09/10
ARI,NYM,3,4,0,9,2019/09/11
ARI,NYM,3,4,1,11,2019/09/12
ARI,MIA,4,2,7,5,2019/09/17
ARI,MIA,4,2,6,12,2019/09/18
ARI,STL,3,2,7,9,2019/09/24
ARI,STL,3,2,9,7,2019/09/25
ARI,LAD,2,4,3,6,2020/07/31
ARI,LAD,2,4,5,3,2020/08/01
ARI,LAD,2,4,2,11,2020/08/02
ARI,HOU,2,3,2,8,2020/08/05
ARI,HOU,2,3,14,7,2020/08/06
ARI,SF,3,4,2,6,2020/08/22
ARI,COL,4,3,7,8,2020/08/27
ARI,LAD,2,3,3,6,2020/09/02
ARI,LAD,2,3,2,3,2020/09/03
ARI,LAD,2,3,1,5,2020/09/04
ARI,SF,2,3,6,5,2020/09/05
ARI,LAD,2,3,9,10,2020/09/09
ARI,LAD,4,3,4,6,2020/09/10
ARI,LAA,4,2,9,8,2020/09/16
ARI,LAA,4,2,9,6,2020/09/17
ARI,HOU,3,5,2,3,2020/09/19
ARI,HOU,3,1,2,3,2020/09/20
ARI,WSH,3,5,2,6,2021/04/17
ARI,WSH,2,3,5,2,2021/04/18
ARI,MIA,3,2,3,9,2021/05/04
ARI,NYM,3,4,4,5,2021/05/07
ARI,NYM,3,4,2,4,2021/05/08
ARI,MIA,3,2,11,3,2021/05/12
ARI,MIA,3,2,2,3,2021/05/13
ARI,MIA,3,2,1,5,2021/05/14
ARI,WSH,4,3,2,17,2021/05/15
ARI,WSH,4,3,0,3,2021/05/16
ARI,LAD,4,3,1,3,2021/05/18
ARI,LAD,4,3,1,9,2021/05/19
ARI,LAD,4,3,2,4,2021/05/20
ARI,LAD,4,3,2,3,2021/05/21
ARI,COL,2,5,6,7,2021/05/22
ARI,COL,2,3,3,4,2021/05/23
ARI,SF,2,3,0,8,2021/05/26
ARI,SF,2,3,4,5,2021/05/27
ARI,STL,4,3,4,5,2021/05/28
ARI,STL,2,5,6,8,2021/05/29
ARI,STL,2,5,4,7,2021/05/30
ARI,NYM,3,4,2,6,2021/06/01
ARI,NYM,3,4,6,5,2021/06/02
ARI,LAA,3,2,7,8,2021/06/12
ARI,LAA,4,2,3,10,2021/06/13
ARI,SF,4,3,2,5,2021/06/15
ARI,SF,2,3,8,9,2021/06/16
ARI,SF,2,3,7,13,2021/06/17
ARI,LAD,2,4,0,3,2021/06/19
ARI,LAD,2,5,3,9,2021/06/20
ARI,STL,4,3,1,7,2021/06/29
ARI,STL,4,3,2,3,2021/06/30
ARI,SF,4,3,4,11,2021/07/03
ARI,SF,3,2,5,6,2021/07/04
ARI,COL,3,5,3,9,2021/07/08
ARI,LAD,2,3,5,2,2021/07/10
ARI,CHC,4,3,1,5,2021/07/17
ARI,CHC,4,3,6,4,2021/07/18
ARI,CHC,4,3,3,8,2021/07/23
ARI,LAD,3,5,6,5,2021/07/31
ARI,LAD,3,4,0,13,2021/08/01
ARI,SF,2,3,2,7,2021/08/12
ARI,PHI,3,4,3,2,2021/08/18
ARI,PHI,3,4,6,2,2021/08/19
ARI,PHI,3,4,8,7,2021/08/26
ARI,PHI,3,4,6,7,2021/08/27
ARI,PHI,3,4,0,7,2021/08/28
ARI,PHI,3,4,4,7,2021/08/29
ARI,SEA,4,3,5,6,2021/09/04
ARI,SEA,4,3,5,8,2021/09/05
ARI,SEA,4,3,4,5,2021/09/11
ARI,SEA,4,3,5,4,2021/09/12
ARI,LAD,4,3,1,5,2021/09/14
ARI,HOU,4,3,6,7,2021/09/19
ARI,LAD,4,3,2,4,2021/09/25
ARI,LAD,4,3,7,2,2021/09/26
ARI,COL,4,3,11,2,2021/10/03
LAA,BOS,3,5,6,7,2019/08/31
LAA,OAK,2,3,5,7,2019/09/04
LAA,OAK,2,3,0,4,2019/09/05
LAA,CHW,2,3,1,5,2019/09/08
LAA,CLE,2,4,2,6,2019/09/10
LAA,CLE,2,4,0,8,2019/09/11
LAA,CLE,2,4,3,4,2019/09/12
LAA,NYY,2,5,0,8,2019/09/17
LAA,NYY,2,5,3,2,2019/09/18
LAA,NYY,2,5,1,9,2019/09/19
LAA,HOU,2,7,8,4,2019/09/21
LAA,HOU,2,3,5,13,2019/09/22
LAA,OAK,2,4,3,2,2019/09/25
LAA,OAK,2,4,2,3,2019/09/26
LAA,HOU,2,3,4,3,2019/09/27
LAA,HOU,2,3,0,4,2019/09/28
LAA,HOU,2,3,5,8,2019/09/29
LAA,OAK,2,3,3,7,2020/07/25
LAA,OAK,2,3,4,6,2020/07/26
LAA,OAK,2,3,0,3,2020/07/27
LAA,SEA,2,3,7,10,2020/07/30
LAA,HOU,2,3,6,9,2020/08/01
LAA,HOU,3,1,5,6,2020/08/02
LAA,OAK,2,3,10,9,2020/08/11
LAA,OAK,2,3,4,8,2020/08/12
LAA,LAD,2,3,4,7,2020/08/15
LAA,LAD,2,3,5,6,2020/08/16
LAA,SF,2,3,2,8,2020/08/18
LAA,SF,2,3,2,7,2020/08/20
LAA,SF,2,3,5,10,2020/08/21
LAA,OAK,2,3,4,3,2020/08/22
LAA,OAK,2,3,4,5,2020/08/23
LAA,HOU,2,5,6,5,2020/09/05
LAA,HOU,2,3,9,5,2020/09/06
